stage_id,sample_id,input_sequence,predicted_sequence,is_exact_match,margin,memory_layer,conflict_flag,vector_dimension
stage1_dim512,0,JO,JO,True,1.0000,S,False,512
stage1_dim512,1,ABU,ABU,True,1.0000,S,False,512
stage1_dim512,2,FVVWT,FVVWT,True,1.0000,S,False,512
stage1_dim512,3,TXJZ,TXJZ,True,1.0000,S,False,512
stage1_dim512,4,WE,WE,True,1.0000,S,False,512
stage1_dim512,5,DVMQM,DVMQM,True,1.0000,S,False,512
stage1_dim512,6,CEJMX,CEJMX,True,1.0000,S,False,512
stage1_dim512,7,DPTU,DPTU,True,1.0000,S,False,512
stage1_dim512,8,WRHG,WRHG,True,1.0000,S,False,512
stage1_dim512,9,GNVAQ,GNVAQ,True,1.0000,S,False,512
stage1_dim512,10,FANI,FANI,True,1.0000,S,False,512
stage1_dim512,11,OKS,OKS,True,1.0000,S,False,512
stage1_dim512,12,ESHUQ,ESHUQ,True,1.0000,S,False,512
stage1_dim512,13,TB,TB,True,1.0000,S,False,512
stage1_dim512,14,OI,OI,True,1.0000,S,False,512
stage1_dim512,15,BT,BT,True,1.0000,S,False,512
stage1_dim512,16,KHKRZ,KHKRZ,True,1.0000,S,False,512
stage1_dim512,17,OZ,OZ,True,1.0000,S,False,512
stage1_dim512,18,DQO,DQO,True,1.0000,S,False,512
stage1_dim512,19,EUTRO,EUTRO,True,1.0000,S,False,512
stage1_dim512,20,MTBD,MTBD,True,1.0000,S,False,512
stage1_dim512,21,HAVT,HAVT,True,1.0000,S,False,512
stage1_dim512,22,XPQ,XPQ,True,1.0000,S,False,512
stage1_dim512,23,HX,HX,True,1.0000,S,False,512
stage1_dim512,24,MNRL,MNRL,True,1.0000,S,False,512
stage1_dim512,25,CVCUL,CVCUL,True,1.0000,S,False,512
stage1_dim512,26,LKTH,LKTH,True,1.0000,S,False,512
stage1_dim512,27,OFULV,OFULV,True,1.0000,S,False,512
stage1_dim512,28,BN,BN,True,1.0000,S,False,512
stage1_dim512,29,VADJ,VADJ,True,1.0000,S,False,512
stage1_dim512,30,HEXZW,HEXZW,True,1.0000,S,False,512
stage1_dim512,31,AGMOJ,AGMOJ,True,1.0000,S,False,512
stage1_dim512,32,SDAS,SDAS,True,1.0000,S,False,512
stage1_dim512,33,RV,RV,True,1.0000,S,False,512
stage1_dim512,34,FZ,FZ,True,1.0000,S,False,512
stage1_dim512,35,VCWHV,VCWHV,True,1.0000,S,False,512
stage1_dim512,36,NLJ,NLJ,True,1.0000,S,False,512
stage1_dim512,37,WF,WF,True,1.0000,S,False,512
stage1_dim512,38,OCQEG,OCQEG,True,1.0000,S,False,512
stage1_dim512,39,PD,PD,True,1.0000,S,False,512
stage1_dim512,40,YUEPE,YUEPE,True,1.0000,S,False,512
stage1_dim512,41,EOAE,EOAE,True,1.0000,S,False,512
stage1_dim512,42,JLTQS,JLTQS,True,1.0000,S,False,512
stage1_dim512,43,BHA,BHA,True,1.0000,S,False,512
stage1_dim512,44,DWZ,DWZ,True,1.0000,S,False,512
stage1_dim512,45,CFUG,CFUG,True,1.0000,S,False,512
stage1_dim512,46,TSRA,TSRA,True,1.0000,S,False,512
stage1_dim512,47,FNWR,FNWR,True,1.0000,S,False,512
stage1_dim512,48,ULNNX,ULNNX,True,1.0000,S,False,512
stage1_dim512,49,HAUAI,HAUAI,True,1.0000,S,False,512
stage1_dim512,50,VO,VO,True,1.0000,S,False,512
stage1_dim512,51,QMVF,QMVF,True,1.0000,S,False,512
stage1_dim512,52,VAEO,VAEO,True,1.0000,S,False,512
stage1_dim512,53,MDHP,MDHP,True,1.0000,S,False,512
stage1_dim512,54,RKG,RKG,True,1.0000,S,False,512
stage1_dim512,55,OZU,OZU,True,1.0000,S,False,512
stage1_dim512,56,EG,EG,True,1.0000,S,False,512
stage1_dim512,57,URVJG,URVJG,True,1.0000,S,False,512
stage1_dim512,58,ECFVQ,ECFVQ,True,1.0000,S,False,512
stage1_dim512,59,ZDCEA,ZDCEA,True,1.0000,S,False,512
stage1_dim512,60,BAGMR,BAGMR,True,1.0000,S,False,512
stage1_dim512,61,EICV,EICV,True,1.0000,S,False,512
stage1_dim512,62,OOQ,OOQ,True,1.0000,S,False,512
stage1_dim512,63,GSZWV,GSZWV,True,1.0000,S,False,512
stage1_dim512,64,FZAAH,FZAAH,True,1.0000,S,False,512
stage1_dim512,65,MQKE,MQKE,True,1.0000,S,False,512
stage1_dim512,66,GJ,GJ,True,1.0000,S,False,512
stage1_dim512,67,UUD,UUD,True,1.0000,S,False,512
stage1_dim512,68,KYO,KYO,True,1.0000,S,False,512
stage1_dim512,69,VGX,VGX,True,1.0000,S,False,512
stage1_dim512,70,BIOEF,BIOEF,True,1.0000,S,False,512
stage1_dim512,71,YVF,YVF,True,1.0000,S,False,512
stage1_dim512,72,GR,GR,True,1.0000,S,False,512
stage1_dim512,73,WBQOE,WBQOE,True,1.0000,S,False,512
stage1_dim512,74,ZGAE,ZGAE,True,1.0000,S,False,512
stage1_dim512,75,TYDD,TYDD,True,1.0000,S,False,512
stage1_dim512,76,NZ,NZ,True,1.0000,S,False,512
stage1_dim512,77,FGY,FGY,True,1.0000,S,False,512
stage1_dim512,78,BDZFW,BDZFW,True,1.0000,S,False,512
stage1_dim512,79,QOB,QOB,True,1.0000,S,False,512
stage1_dim512,80,CCIEZ,CCIEZ,True,1.0000,S,False,512
stage1_dim512,81,FE,FE,True,1.0000,S,False,512
stage1_dim512,82,ZDZ,ZDZ,True,1.0000,S,False,512
stage1_dim512,83,ANJCF,ANJCF,True,1.0000,S,False,512
stage1_dim512,84,ZOAVY,ZOAVY,True,1.0000,S,False,512
stage1_dim512,85,IICU,IICU,True,1.0000,S,False,512
stage1_dim512,86,YHIED,YHIED,True,1.0000,S,False,512
stage1_dim512,87,YBT,YBT,True,1.0000,S,False,512
stage1_dim512,88,ILOSI,ILOSI,True,1.0000,S,False,512
stage1_dim512,89,XKNTV,XKNTV,True,1.0000,S,False,512
stage1_dim512,90,UKYGM,UKYGM,True,1.0000,S,False,512
stage1_dim512,91,VRP,VRP,True,1.0000,S,False,512
stage1_dim512,92,XV,XV,True,1.0000,S,False,512
stage1_dim512,93,PNAH,PNAH,True,1.0000,S,False,512
stage1_dim512,94,VKZ,VKZ,True,1.0000,S,False,512
stage1_dim512,95,BPD,BPD,True,1.0000,S,False,512
stage1_dim512,96,MIHY,MIHY,True,1.0000,S,False,512
stage1_dim512,97,TJJWX,TJJWX,True,1.0000,S,False,512
stage1_dim512,98,NYKP,NYKP,True,1.0000,S,False,512
stage1_dim512,99,JSFRK,JSFRK,True,1.0000,S,False,512
stage1_dim512,100,XPNNE,XPNNE,True,1.0000,S,False,512
stage1_dim512,101,WTVI,WTVI,True,1.0000,S,False,512
stage1_dim512,102,HHXET,HHXET,True,1.0000,S,False,512
stage1_dim512,103,YSIKI,YSIKI,True,1.0000,S,False,512
stage1_dim512,104,GE,EG,False,1.0000,S,False,512
stage1_dim512,105,RKFYG,RKFYG,True,1.0000,S,False,512
stage1_dim512,106,ZMK,ZMK,True,1.0000,S,False,512
stage1_dim512,107,BJL,BJL,True,1.0000,S,False,512
stage1_dim512,108,UINW,UINW,True,1.0000,S,False,512
stage1_dim512,109,XI,XI,True,1.0000,S,False,512
stage1_dim512,110,QJKNQ,QJKNQ,True,1.0000,S,False,512
stage1_dim512,111,LL,LL,True,1.0000,S,False,512
stage1_dim512,112,PWCNS,PWCNS,True,1.0000,S,False,512
stage1_dim512,113,FVLG,FVLG,True,1.0000,S,False,512
stage1_dim512,114,DV,DV,True,1.0000,S,False,512
stage1_dim512,115,AOQK,AOQK,True,1.0000,S,False,512
stage1_dim512,116,GX,GX,True,1.0000,S,False,512
stage1_dim512,117,QQ,QQ,True,1.0000,S,False,512
stage1_dim512,118,PEL,PEL,True,1.0000,S,False,512
stage1_dim512,119,JK,JK,True,1.0000,S,False,512
stage1_dim512,120,TV,TV,True,1.0000,S,False,512
stage1_dim512,121,YBI,YBI,True,1.0000,S,False,512
stage1_dim512,122,SV,SV,True,1.0000,S,False,512
stage1_dim512,123,JN,JN,True,1.0000,S,False,512
stage1_dim512,124,VKLT,VKLT,True,1.0000,S,False,512
stage1_dim512,125,SFHL,SFHL,True,1.0000,S,False,512
stage1_dim512,126,XAMD,XAMD,True,1.0000,S,False,512
stage1_dim512,127,BDXM,BDXM,True,1.0000,S,False,512
stage1_dim512,128,YJMPL,YJMPL,True,1.0000,S,False,512
stage1_dim512,129,MVIK,MVIK,True,1.0000,S,False,512
stage1_dim512,130,APUV,APUV,True,1.0000,S,False,512
stage1_dim512,131,GKHX,GKHX,True,1.0000,S,False,512
stage1_dim512,132,MRJSR,MRJSR,True,1.0000,S,False,512
stage1_dim512,133,LS,LS,True,1.0000,S,False,512
stage1_dim512,134,IKE,IKE,True,1.0000,S,False,512
stage1_dim512,135,ZF,ZF,True,1.0000,S,False,512
stage1_dim512,136,TP,TP,True,1.0000,S,False,512
stage1_dim512,137,ZR,ZR,True,1.0000,S,False,512
stage1_dim512,138,EA,EA,True,1.0000,S,False,512
stage1_dim512,139,LCWOD,LCWOD,True,1.0000,S,False,512
stage1_dim512,140,OQAIC,OQAIC,True,1.0000,S,False,512
stage1_dim512,141,UMP,UMP,True,1.0000,S,False,512
stage1_dim512,142,VXVQ,VXVQ,True,1.0000,S,False,512
stage1_dim512,143,NDO,NDO,True,1.0000,S,False,512
stage1_dim512,144,XWIP,XWIP,True,1.0000,S,False,512
stage1_dim512,145,XVBGW,XVBGW,True,1.0000,S,False,512
stage1_dim512,146,REO,REO,True,1.0000,S,False,512
stage1_dim512,147,NM,NM,True,1.0000,S,False,512
stage1_dim512,148,NZRF,NZRF,True,1.0000,S,False,512
stage1_dim512,149,DZFD,DZFD,True,1.0000,S,False,512
stage1_dim512,150,JV,JV,True,1.0000,S,False,512
stage1_dim512,151,UDWBK,UDWBK,True,1.0000,S,False,512
stage1_dim512,152,QZM,QZM,True,1.0000,S,False,512
stage1_dim512,153,OELFM,OELFM,True,1.0000,S,False,512
stage1_dim512,154,TDJX,TDJX,True,1.0000,S,False,512
stage1_dim512,155,YEJI,YEJI,True,1.0000,S,False,512
stage1_dim512,156,EZDLC,EZDLC,True,1.0000,S,False,512
stage1_dim512,157,GUQAW,GUQAW,True,1.0000,S,False,512
stage1_dim512,158,MBFOP,MBFOP,True,1.0000,S,False,512
stage1_dim512,159,YO,YO,True,1.0000,S,False,512
stage1_dim512,160,MQ,MQ,True,1.0000,S,False,512
stage1_dim512,161,UR,UR,True,1.0000,S,False,512
stage1_dim512,162,BL,BL,True,1.0000,S,False,512
stage1_dim512,163,BMUTU,BMUTU,True,1.0000,S,False,512
stage1_dim512,164,GSWLI,GSWLI,True,1.0000,S,False,512
stage1_dim512,165,BLPSX,BLPSX,True,1.0000,S,False,512
stage1_dim512,166,GAHE,GAHE,True,1.0000,S,False,512
stage1_dim512,167,HUPM,HUPM,True,1.0000,S,False,512
stage1_dim512,168,ZHL,ZHL,True,1.0000,S,False,512
stage1_dim512,169,WKEKE,WKEKE,True,1.0000,S,False,512
stage1_dim512,170,XSKZ,XSKZ,True,1.0000,S,False,512
stage1_dim512,171,HRL,HRL,True,1.0000,S,False,512
stage1_dim512,172,SZCMH,SZCMH,True,1.0000,S,False,512
stage1_dim512,173,IKJP,IKJP,True,1.0000,S,False,512
stage1_dim512,174,ZCX,ZCX,True,1.0000,S,False,512
stage1_dim512,175,DCVKR,DCVKR,True,1.0000,S,False,512
stage1_dim512,176,TBX,TBX,True,1.0000,S,False,512
stage1_dim512,177,FBHV,FBHV,True,1.0000,S,False,512
stage1_dim512,178,BYQME,BYQME,True,1.0000,S,False,512
stage1_dim512,179,FVV,FVV,True,1.0000,S,False,512
stage1_dim512,180,LF,LF,True,1.0000,S,False,512
stage1_dim512,181,RYQ,RYQ,True,1.0000,S,False,512
stage1_dim512,182,ZMRLP,ZMRLP,True,1.0000,S,False,512
stage1_dim512,183,PGXB,PGXB,True,1.0000,S,False,512
stage1_dim512,184,LOH,LOH,True,1.0000,S,False,512
stage1_dim512,185,YIJ,YIJ,True,1.0000,S,False,512
stage1_dim512,186,FHQWJ,FHQWJ,True,1.0000,S,False,512
stage1_dim512,187,GP,GP,True,1.0000,S,False,512
stage1_dim512,188,ERI,ERI,True,1.0000,S,False,512
stage1_dim512,189,PHKXP,PHKXP,True,1.0000,S,False,512
stage1_dim512,190,GOL,GOL,True,1.0000,S,False,512
stage1_dim512,191,VNT,VNT,True,1.0000,S,False,512
stage1_dim512,192,UZOFE,UZOFE,True,1.0000,S,False,512
stage1_dim512,193,SQLJ,SQLJ,True,1.0000,S,False,512
stage1_dim512,194,UOZRB,UOZRB,True,1.0000,S,False,512
stage1_dim512,195,ZYUP,ZYUP,True,1.0000,S,False,512
stage1_dim512,196,RQZGF,RQZGF,True,1.0000,S,False,512
stage1_dim512,197,DGMOZ,DGMOZ,True,1.0000,S,False,512
stage1_dim512,198,OO,OO,True,1.0000,S,False,512
stage1_dim512,199,TH,TH,True,1.0000,S,False,512
stage1_dim512,200,XEN,XEN,True,1.0000,S,False,512
stage1_dim512,201,BBHHV,BBHHV,True,1.0000,S,False,512
stage1_dim512,202,ZD,ZD,True,1.0000,S,False,512
stage1_dim512,203,PSZ,PSZ,True,1.0000,S,False,512
stage1_dim512,204,VLA,VLA,True,1.0000,S,False,512
stage1_dim512,205,MP,MP,True,1.0000,S,False,512
stage1_dim512,206,MGBKL,MGBKL,True,1.0000,S,False,512
stage1_dim512,207,AM,AM,True,1.0000,S,False,512
stage1_dim512,208,HLP,HLP,True,1.0000,S,False,512
stage1_dim512,209,DH,DH,True,1.0000,S,False,512
stage1_dim512,210,KT,KT,True,1.0000,S,False,512
stage1_dim512,211,KDHUW,KDHUW,True,1.0000,S,False,512
stage1_dim512,212,KB,KB,True,1.0000,S,False,512
stage1_dim512,213,FLS,FLS,True,1.0000,S,False,512
stage1_dim512,214,VA,VA,True,1.0000,S,False,512
stage1_dim512,215,PQM,PQM,True,1.0000,S,False,512
stage1_dim512,216,IJSJ,IJSJ,True,1.0000,S,False,512
stage1_dim512,217,UP,UP,True,1.0000,S,False,512
stage1_dim512,218,TZ,TZ,True,1.0000,S,False,512
stage1_dim512,219,DHZK,DHZK,True,1.0000,S,False,512
stage1_dim512,220,VYBA,VYBA,True,1.0000,S,False,512
stage1_dim512,221,UFQDE,UFQDE,True,1.0000,S,False,512
stage1_dim512,222,GAI,GAI,True,1.0000,S,False,512
stage1_dim512,223,JZBY,JZBY,True,1.0000,S,False,512
stage1_dim512,224,UHD,UHD,True,1.0000,S,False,512
stage1_dim512,225,QMEJR,QMEJR,True,1.0000,S,False,512
stage1_dim512,226,NP,NP,True,1.0000,S,False,512
stage1_dim512,227,DE,DE,True,1.0000,S,False,512
stage1_dim512,228,MNKT,MNKT,True,1.0000,S,False,512
stage1_dim512,229,DYDQ,DYDQ,True,1.0000,S,False,512
stage1_dim512,230,LXBN,LXBN,True,1.0000,S,False,512
stage1_dim512,231,HSTHP,HSTHP,True,1.0000,S,False,512
stage1_dim512,232,RXAXS,RXAXS,True,1.0000,S,False,512
stage1_dim512,233,LUZ,LUZ,True,1.0000,S,False,512
stage1_dim512,234,YFSE,YFSE,True,1.0000,S,False,512
stage1_dim512,235,MIJ,MIJ,True,1.0000,S,False,512
stage1_dim512,236,KZ,KZ,True,1.0000,S,False,512
stage1_dim512,237,UUMS,UUMS,True,1.0000,S,False,512
stage1_dim512,238,SYC,SYC,True,1.0000,S,False,512
stage1_dim512,239,DDXF,DDXF,True,1.0000,S,False,512
stage1_dim512,240,MQIIS,MQIIS,True,1.0000,S,False,512
stage1_dim512,241,ELZK,ELZK,True,1.0000,S,False,512
stage1_dim512,242,ZQBYC,ZQBYC,True,1.0000,S,False,512
stage1_dim512,243,MEOQS,MEOQS,True,1.0000,S,False,512
stage1_dim512,244,LY,LY,True,1.0000,S,False,512
stage1_dim512,245,YTR,YTR,True,1.0000,S,False,512
stage1_dim512,246,DU,DU,True,1.0000,S,False,512
stage1_dim512,247,QC,QC,True,1.0000,S,False,512
stage1_dim512,248,WTMLG,WTMLG,True,1.0000,S,False,512
stage1_dim512,249,HCGP,HCGP,True,1.0000,S,False,512
stage1_dim512,250,PYRP,PYRP,True,1.0000,S,False,512
stage1_dim512,251,WC,WC,True,1.0000,S,False,512
stage1_dim512,252,UF,UF,True,1.0000,S,False,512
stage1_dim512,253,RANR,RANR,True,1.0000,S,False,512
stage1_dim512,254,USQ,USQ,True,1.0000,S,False,512
stage1_dim512,255,QEURF,QEURF,True,1.0000,S,False,512
stage1_dim512,256,QNQK,QNQK,True,1.0000,S,False,512
stage1_dim512,257,SM,SM,True,1.0000,S,False,512
stage1_dim512,258,RKXC,RKXC,True,1.0000,S,False,512
stage1_dim512,259,XANX,XANX,True,1.0000,S,False,512
stage1_dim512,260,RGVR,RGVR,True,1.0000,S,False,512
stage1_dim512,261,LCKC,LCKC,True,1.0000,S,False,512
stage1_dim512,262,JVLLR,JVLLR,True,1.0000,S,False,512
stage1_dim512,263,EZ,EZ,True,1.0000,S,False,512
stage1_dim512,264,BAC,BAC,True,1.0000,S,False,512
stage1_dim512,265,WB,WB,True,1.0000,S,False,512
stage1_dim512,266,EJOVH,EJOVH,True,1.0000,S,False,512
stage1_dim512,267,KO,KO,True,1.0000,S,False,512
stage1_dim512,268,LYUVC,LYUVC,True,1.0000,S,False,512
stage1_dim512,269,ZJC,ZJC,True,1.0000,S,False,512
stage1_dim512,270,TCK,TCK,True,1.0000,S,False,512
stage1_dim512,271,DJFC,DJFC,True,1.0000,S,False,512
stage1_dim512,272,YFPK,YFPK,True,1.0000,S,False,512
stage1_dim512,273,EAEZ,EAEZ,True,1.0000,S,False,512
stage1_dim512,274,ZPOC,ZPOC,True,1.0000,S,False,512
stage1_dim512,275,XWC,XWC,True,1.0000,S,False,512
stage1_dim512,276,XBRA,XBRA,True,1.0000,S,False,512
stage1_dim512,277,EUAH,EUAH,True,1.0000,S,False,512
stage1_dim512,278,NFJ,NFJ,True,1.0000,S,False,512
stage1_dim512,279,YIH,YIH,True,1.0000,S,False,512
stage1_dim512,280,PLMD,PLMD,True,1.0000,S,False,512
stage1_dim512,281,FM,FM,True,1.0000,S,False,512
stage1_dim512,282,NBNW,NBNW,True,1.0000,S,False,512
stage1_dim512,283,IN,IN,True,1.0000,S,False,512
stage1_dim512,284,NTFDR,NTFDR,True,1.0000,S,False,512
stage1_dim512,285,CEA,CEA,True,1.0000,S,False,512
stage1_dim512,286,BBYX,BBYX,True,1.0000,S,False,512
stage1_dim512,287,XK,XK,True,1.0000,S,False,512
stage1_dim512,288,PR,PR,True,1.0000,S,False,512
stage1_dim512,289,IY,IY,True,1.0000,S,False,512
stage1_dim512,290,VZIYD,VZIYD,True,1.0000,S,False,512
stage1_dim512,291,PE,PE,True,1.0000,S,False,512
stage1_dim512,292,IBZQH,IBZQH,True,1.0000,S,False,512
stage1_dim512,293,DEO,DEO,True,1.0000,S,False,512
stage1_dim512,294,SQV,SQV,True,1.0000,S,False,512
stage1_dim512,295,YN,YN,True,1.0000,S,False,512
stage1_dim512,296,UV,UV,True,1.0000,S,False,512
stage1_dim512,297,QCUKJ,QCUKJ,True,1.0000,S,False,512
stage1_dim512,298,IBFLN,IBFLN,True,1.0000,S,False,512
stage1_dim512,299,KZFU,KZFU,True,1.0000,S,False,512
stage1_dim512,300,BJ,BJ,True,1.0000,S,False,512
stage1_dim512,301,PTZV,PTZV,True,1.0000,S,False,512
stage1_dim512,302,PK,PK,True,1.0000,S,False,512
stage1_dim512,303,XO,XO,True,1.0000,S,False,512
stage1_dim512,304,VOIZ,VOIZ,True,1.0000,S,False,512
stage1_dim512,305,OTVGP,OTVGP,True,1.0000,S,False,512
stage1_dim512,306,AGTQS,AGTQS,True,1.0000,S,False,512
stage1_dim512,307,OORY,OORY,True,1.0000,S,False,512
stage1_dim512,308,HVYWE,HVYWE,True,1.0000,S,False,512
stage1_dim512,309,UO,UO,True,1.0000,S,False,512
stage1_dim512,310,NBKZD,NBKZD,True,1.0000,S,False,512
stage1_dim512,311,HH,HH,True,1.0000,S,False,512
stage1_dim512,312,TWMCE,TWMCE,True,1.0000,S,False,512
stage1_dim512,313,YXJMX,YXJMX,True,1.0000,S,False,512
stage1_dim512,314,AFD,AFD,True,1.0000,S,False,512
stage1_dim512,315,WMOY,WMOY,True,1.0000,S,False,512
stage1_dim512,316,BDLP,BDLP,True,1.0000,S,False,512
stage1_dim512,317,UD,DU,False,1.0000,S,False,512
stage1_dim512,318,WR,WR,True,1.0000,S,False,512
stage1_dim512,319,CJDMP,CJDMP,True,1.0000,S,False,512
stage1_dim512,320,TRT,TRT,True,1.0000,S,False,512
stage1_dim512,321,PP,PP,True,1.0000,S,False,512
stage1_dim512,322,WLWKH,WLWKH,True,1.0000,S,False,512
stage1_dim512,323,BVN,BVN,True,1.0000,S,False,512
stage1_dim512,324,VGP,VGP,True,1.0000,S,False,512
stage1_dim512,325,IUOBU,IUOBU,True,1.0000,S,False,512
stage1_dim512,326,EIEQU,EIEQU,True,1.0000,S,False,512
stage1_dim512,327,RNDZ,RNDZ,True,1.0000,S,False,512
stage1_dim512,328,HGGPG,HGGPG,True,1.0000,S,False,512
stage1_dim512,329,RPWBH,RPWBH,True,1.0000,S,False,512
stage1_dim512,330,DB,DB,True,1.0000,S,False,512
stage1_dim512,331,XPEU,XPEU,True,1.0000,S,False,512
stage1_dim512,332,DXK,DXK,True,1.0000,S,False,512
stage1_dim512,333,YFBGK,YFBGK,True,1.0000,S,False,512
stage1_dim512,334,FG,FG,True,1.0000,S,False,512
stage1_dim512,335,ZVLLI,ZVLLI,True,1.0000,S,False,512
stage1_dim512,336,QONK,QONK,True,1.0000,S,False,512
stage1_dim512,337,IZSQ,IZSQ,True,1.0000,S,False,512
stage1_dim512,338,QBHZ,QBHZ,True,1.0000,S,False,512
stage1_dim512,339,UDXD,UDXD,True,1.0000,S,False,512
stage1_dim512,340,ZCKXN,ZCKXN,True,1.0000,S,False,512
stage1_dim512,341,HU,HU,True,1.0000,S,False,512
stage1_dim512,342,ROKU,ROKU,True,1.0000,S,False,512
stage1_dim512,343,IUXI,IUXI,True,1.0000,S,False,512
stage1_dim512,344,VML,VML,True,1.0000,S,False,512
stage1_dim512,345,SE,SE,True,1.0000,S,False,512
stage1_dim512,346,PLW,PLW,True,1.0000,S,False,512
stage1_dim512,347,NATE,NATE,True,1.0000,S,False,512
stage1_dim512,348,PY,PY,True,1.0000,S,False,512
stage1_dim512,349,CIQA,CIQA,True,1.0000,S,False,512
stage1_dim512,350,QMB,QMB,True,1.0000,S,False,512
stage1_dim512,351,JCL,JCL,True,1.0000,S,False,512
stage1_dim512,352,LZ,LZ,True,1.0000,S,False,512
stage1_dim512,353,XCO,XCO,True,1.0000,S,False,512
stage1_dim512,354,WHO,WHO,True,1.0000,S,False,512
stage1_dim512,355,JU,JU,True,1.0000,S,False,512
stage1_dim512,356,JE,JE,True,1.0000,S,False,512
stage1_dim512,357,OZXG,OZXG,True,1.0000,S,False,512
stage1_dim512,358,HBG,HBG,True,1.0000,S,False,512
stage1_dim512,359,JRBWG,JRBWG,True,1.0000,S,False,512
stage1_dim512,360,QRZK,QRZK,True,1.0000,S,False,512
stage1_dim512,361,FAF,FAF,True,1.0000,S,False,512
stage1_dim512,362,NX,NX,True,1.0000,S,False,512
stage1_dim512,363,NWNH,NWNH,True,1.0000,S,False,512
stage1_dim512,364,QJEMW,QJEMW,True,1.0000,S,False,512
stage1_dim512,365,LGD,LGD,True,1.0000,S,False,512
stage1_dim512,366,IOPGV,IOPGV,True,1.0000,S,False,512
stage1_dim512,367,KEMKG,KEMKG,True,1.0000,S,False,512
stage1_dim512,368,MUTM,MUTM,True,1.0000,S,False,512
stage1_dim512,369,LWTL,LWTL,True,1.0000,S,False,512
stage1_dim512,370,BHYOE,BHYOE,True,1.0000,S,False,512
stage1_dim512,371,PRGKG,PRGKG,True,1.0000,S,False,512
stage1_dim512,372,YHWC,YHWC,True,1.0000,S,False,512
stage1_dim512,373,EDLYU,EDLYU,True,1.0000,S,False,512
stage1_dim512,374,OWXIF,OWXIF,True,1.0000,S,False,512
stage1_dim512,375,FWVLX,FWVLX,True,1.0000,S,False,512
stage1_dim512,376,NPP,NPP,True,1.0000,S,False,512
stage1_dim512,377,XGLHC,XGLHC,True,1.0000,S,False,512
stage1_dim512,378,WXWLV,WXWLV,True,1.0000,S,False,512
stage1_dim512,379,YDQHN,YDQHN,True,1.0000,S,False,512
stage1_dim512,380,ODVJ,ODVJ,True,1.0000,S,False,512
stage1_dim512,381,SOC,SOC,True,1.0000,S,False,512
stage1_dim512,382,CT,CT,True,1.0000,S,False,512
stage1_dim512,383,SC,SC,True,1.0000,S,False,512
stage1_dim512,384,OLC,OLC,True,1.0000,S,False,512
stage1_dim512,385,WQ,WQ,True,1.0000,S,False,512
stage1_dim512,386,YZU,YZU,True,1.0000,S,False,512
stage1_dim512,387,CDSNT,CDSNT,True,1.0000,S,False,512
stage1_dim512,388,KUO,KUO,True,1.0000,S,False,512
