stage_id,sample_id,input_sequence,predicted_sequence,is_exact_match,margin,memory_layer,conflict_flag,vector_dimension
stage1_dim1024,0,GYTV,GYTV,True,1.0000,S,False,1024
stage1_dim1024,1,OB,OB,True,1.0000,S,False,1024
stage1_dim1024,2,VP,VP,True,1.0000,S,False,1024
stage1_dim1024,3,HQL,HQL,True,1.0000,S,False,1024
stage1_dim1024,4,ILXQ,ILXQ,True,1.0000,S,False,1024
stage1_dim1024,5,QWEWR,QWEWR,True,1.0000,S,False,1024
stage1_dim1024,6,BWN,BWN,True,1.0000,S,False,1024
stage1_dim1024,7,SCK,SCK,True,1.0000,S,False,1024
stage1_dim1024,8,MDH,MDH,True,1.0000,S,False,1024
stage1_dim1024,9,WWP,WWP,True,1.0000,S,False,1024
stage1_dim1024,10,OXGQO,OXGQO,True,1.0000,S,False,1024
stage1_dim1024,11,UVBMV,UVBMV,True,1.0000,S,False,1024
stage1_dim1024,12,LSDV,LSDV,True,1.0000,S,False,1024
stage1_dim1024,13,XPWG,XPWG,True,1.0000,S,False,1024
stage1_dim1024,14,ZTEDE,ZTEDE,True,1.0000,S,False,1024
stage1_dim1024,15,XNLCL,XNLCL,True,1.0000,S,False,1024
stage1_dim1024,16,RBI,RBI,True,1.0000,S,False,1024
stage1_dim1024,17,AI,AI,True,1.0000,S,False,1024
stage1_dim1024,18,UW,UW,True,1.0000,S,False,1024
stage1_dim1024,19,IOF,IOF,True,1.0000,S,False,1024
stage1_dim1024,20,YS,YS,True,1.0000,S,False,1024
stage1_dim1024,21,YUVI,YUVI,True,1.0000,S,False,1024
stage1_dim1024,22,XI,XI,True,1.0000,S,False,1024
stage1_dim1024,23,XPV,XPV,True,1.0000,S,False,1024
stage1_dim1024,24,QLTZ,QLTZ,True,1.0000,S,False,1024
stage1_dim1024,25,HR,HR,True,1.0000,S,False,1024
stage1_dim1024,26,JBI,JBI,True,1.0000,S,False,1024
stage1_dim1024,27,HLRUR,HLRUR,True,1.0000,S,False,1024
stage1_dim1024,28,HBUJW,HBUJW,True,1.0000,S,False,1024
stage1_dim1024,29,XCC,XCC,True,1.0000,S,False,1024
stage1_dim1024,30,XEITC,XEITC,True,1.0000,S,False,1024
stage1_dim1024,31,NHYTN,NHYTN,True,1.0000,S,False,1024
stage1_dim1024,32,FWYL,FWYL,True,1.0000,S,False,1024
stage1_dim1024,33,NPTR,NPTR,True,1.0000,S,False,1024
stage1_dim1024,34,SWOK,SWOK,True,1.0000,S,False,1024
stage1_dim1024,35,VGZ,VGZ,True,1.0000,S,False,1024
stage1_dim1024,36,PEKW,PEKW,True,1.0000,S,False,1024
stage1_dim1024,37,QC,QC,True,1.0000,S,False,1024
stage1_dim1024,38,UILZ,UILZ,True,1.0000,S,False,1024
stage1_dim1024,39,BD,BD,True,1.0000,S,False,1024
stage1_dim1024,40,KQ,KQ,True,1.0000,S,False,1024
stage1_dim1024,41,XFQTT,XFQTT,True,1.0000,S,False,1024
stage1_dim1024,42,WG,WG,True,1.0000,S,False,1024
stage1_dim1024,43,JPK,JPK,True,1.0000,S,False,1024
stage1_dim1024,44,ZW,ZW,True,1.0000,S,False,1024
stage1_dim1024,45,PH,PH,True,1.0000,S,False,1024
stage1_dim1024,46,QJ,QJ,True,1.0000,S,False,1024
stage1_dim1024,47,BNYN,BNYN,True,1.0000,S,False,1024
stage1_dim1024,48,PNR,PNR,True,1.0000,S,False,1024
stage1_dim1024,49,MIBD,MIBD,True,1.0000,S,False,1024
stage1_dim1024,50,TDQOS,TDQOS,True,1.0000,S,False,1024
stage1_dim1024,51,MSKUV,MSKUV,True,1.0000,S,False,1024
stage1_dim1024,52,CVH,CVH,True,1.0000,S,False,1024
stage1_dim1024,53,UBBTT,UBBTT,True,1.0000,S,False,1024
stage1_dim1024,54,YZT,YZT,True,1.0000,S,False,1024
stage1_dim1024,55,OHXME,OHXME,True,1.0000,S,False,1024
stage1_dim1024,56,RP,RP,True,1.0000,S,False,1024
stage1_dim1024,57,QDR,QDR,True,1.0000,S,False,1024
stage1_dim1024,58,XAOMY,XAOMY,True,1.0000,S,False,1024
stage1_dim1024,59,UVPKS,UVPKS,True,1.0000,S,False,1024
stage1_dim1024,60,XZ,XZ,True,1.0000,S,False,1024
stage1_dim1024,61,VX,VX,True,1.0000,S,False,1024
stage1_dim1024,62,DFJ,DFJ,True,1.0000,S,False,1024
stage1_dim1024,63,JM,JM,True,1.0000,S,False,1024
stage1_dim1024,64,ZVH,ZVH,True,1.0000,S,False,1024
stage1_dim1024,65,XQRY,XQRY,True,1.0000,S,False,1024
stage1_dim1024,66,PPEVG,PPEVG,True,1.0000,S,False,1024
stage1_dim1024,67,WK,WK,True,1.0000,S,False,1024
stage1_dim1024,68,JB,JB,True,1.0000,S,False,1024
stage1_dim1024,69,DJY,DJY,True,1.0000,S,False,1024
stage1_dim1024,70,HEK,HEK,True,1.0000,S,False,1024
stage1_dim1024,71,HL,HL,True,1.0000,S,False,1024
stage1_dim1024,72,SIKM,SIKM,True,1.0000,S,False,1024
stage1_dim1024,73,VRR,VRR,True,1.0000,S,False,1024
stage1_dim1024,74,XU,XU,True,1.0000,S,False,1024
stage1_dim1024,75,VSC,VSC,True,1.0000,S,False,1024
stage1_dim1024,76,IGI,IGI,True,1.0000,S,False,1024
stage1_dim1024,77,RS,RS,True,1.0000,S,False,1024
stage1_dim1024,78,FEW,FEW,True,1.0000,S,False,1024
stage1_dim1024,79,ZKBPS,ZKBPS,True,1.0000,S,False,1024
stage1_dim1024,80,CFC,CFC,True,1.0000,S,False,1024
stage1_dim1024,81,JPOC,JPOC,True,1.0000,S,False,1024
stage1_dim1024,82,SW,SW,True,1.0000,S,False,1024
stage1_dim1024,83,OG,OG,True,1.0000,S,False,1024
stage1_dim1024,84,AZ,AZ,True,1.0000,S,False,1024
stage1_dim1024,85,TF,TF,True,1.0000,S,False,1024
stage1_dim1024,86,BFHZQ,BFHZQ,True,1.0000,S,False,1024
stage1_dim1024,87,WOPP,WOPP,True,1.0000,S,False,1024
stage1_dim1024,88,AYSRU,AYSRU,True,1.0000,S,False,1024
stage1_dim1024,89,XJSP,XJSP,True,1.0000,S,False,1024
stage1_dim1024,90,HVA,HVA,True,1.0000,S,False,1024
stage1_dim1024,91,CLVN,CLVN,True,1.0000,S,False,1024
stage1_dim1024,92,YIFF,YIFF,True,1.0000,S,False,1024
stage1_dim1024,93,NAJ,NAJ,True,1.0000,S,False,1024
stage1_dim1024,94,FTLMC,FTLMC,True,1.0000,S,False,1024
stage1_dim1024,95,JX,JX,True,1.0000,S,False,1024
stage1_dim1024,96,FNP,FNP,True,1.0000,S,False,1024
stage1_dim1024,97,AYPD,AYPD,True,1.0000,S,False,1024
stage1_dim1024,98,WH,WH,True,1.0000,S,False,1024
stage1_dim1024,99,JRXV,JRXV,True,1.0000,S,False,1024
stage1_dim1024,100,OH,OH,True,1.0000,S,False,1024
stage1_dim1024,101,ZOEH,ZOEH,True,1.0000,S,False,1024
stage1_dim1024,102,JDO,JDO,True,1.0000,S,False,1024
stage1_dim1024,103,IXWY,IXWY,True,1.0000,S,False,1024
stage1_dim1024,104,EH,EH,True,1.0000,S,False,1024
stage1_dim1024,105,SWD,SWD,True,1.0000,S,False,1024
stage1_dim1024,106,LZM,LZM,True,1.0000,S,False,1024
stage1_dim1024,107,JGNX,JGNX,True,1.0000,S,False,1024
stage1_dim1024,108,IDAF,IDAF,True,1.0000,S,False,1024
stage1_dim1024,109,MSNHZ,MSNHZ,True,1.0000,S,False,1024
stage1_dim1024,110,BOQA,BOQA,True,1.0000,S,False,1024
stage1_dim1024,111,OGP,OGP,True,1.0000,S,False,1024
stage1_dim1024,112,JD,JD,True,1.0000,S,False,1024
stage1_dim1024,113,YK,YK,True,1.0000,S,False,1024
stage1_dim1024,114,KZUS,KZUS,True,1.0000,S,False,1024
stage1_dim1024,115,JVNP,JVNP,True,1.0000,S,False,1024
stage1_dim1024,116,JA,JA,True,1.0000,S,False,1024
stage1_dim1024,117,GANJX,GANJX,True,1.0000,S,False,1024
stage1_dim1024,118,TG,TG,True,1.0000,S,False,1024
stage1_dim1024,119,OMF,OMF,True,1.0000,S,False,1024
stage1_dim1024,120,MDKW,MDKW,True,1.0000,S,False,1024
stage1_dim1024,121,QYA,QYA,True,1.0000,S,False,1024
stage1_dim1024,122,OZE,OZE,True,1.0000,S,False,1024
stage1_dim1024,123,JKEA,JKEA,True,1.0000,S,False,1024
stage1_dim1024,124,VQ,VQ,True,1.0000,S,False,1024
stage1_dim1024,125,EPSYW,EPSYW,True,1.0000,S,False,1024
stage1_dim1024,126,NHUM,NHUM,True,1.0000,S,False,1024
stage1_dim1024,127,BN,BN,True,1.0000,S,False,1024
stage1_dim1024,128,HGI,HGI,True,1.0000,S,False,1024
stage1_dim1024,129,DJDOA,DJDOA,True,1.0000,S,False,1024
stage1_dim1024,130,DCW,DCW,True,1.0000,S,False,1024
stage1_dim1024,131,YUJ,YUJ,True,1.0000,S,False,1024
stage1_dim1024,132,XVPW,XVPW,True,1.0000,S,False,1024
stage1_dim1024,133,VRP,VRP,True,1.0000,S,False,1024
stage1_dim1024,134,RY,RY,True,1.0000,S,False,1024
stage1_dim1024,135,XK,XK,True,1.0000,S,False,1024
stage1_dim1024,136,SUB,SUB,True,1.0000,S,False,1024
stage1_dim1024,137,CWOU,CWOU,True,1.0000,S,False,1024
stage1_dim1024,138,APB,APB,True,1.0000,S,False,1024
stage1_dim1024,139,SYY,SYY,True,1.0000,S,False,1024
stage1_dim1024,140,WAZLP,WAZLP,True,1.0000,S,False,1024
stage1_dim1024,141,AJBA,AJBA,True,1.0000,S,False,1024
stage1_dim1024,142,YH,YH,True,1.0000,S,False,1024
stage1_dim1024,143,HK,HK,True,1.0000,S,False,1024
stage1_dim1024,144,DAB,DAB,True,1.0000,S,False,1024
stage1_dim1024,145,ARSN,ARSN,True,1.0000,S,False,1024
stage1_dim1024,146,TLEEA,TLEEA,True,1.0000,S,False,1024
stage1_dim1024,147,NT,NT,True,1.0000,S,False,1024
stage1_dim1024,148,NPVL,NPVL,True,1.0000,S,False,1024
stage1_dim1024,149,JQI,JQI,True,1.0000,S,False,1024
stage1_dim1024,150,ANVCO,ANVCO,True,1.0000,S,False,1024
stage1_dim1024,151,BYWS,BYWS,True,1.0000,S,False,1024
stage1_dim1024,152,CGUII,CGUII,True,1.0000,S,False,1024
stage1_dim1024,153,KAWCE,KAWCE,True,1.0000,S,False,1024
stage1_dim1024,154,EAOG,EAOG,True,1.0000,S,False,1024
stage1_dim1024,155,MMN,MMN,True,1.0000,S,False,1024
stage1_dim1024,156,GGN,GGN,True,1.0000,S,False,1024
stage1_dim1024,157,UZIZQ,UZIZQ,True,1.0000,S,False,1024
stage1_dim1024,158,AWL,AWL,True,1.0000,S,False,1024
stage1_dim1024,159,GC,GC,True,1.0000,S,False,1024
stage1_dim1024,160,EQBI,EQBI,True,1.0000,S,False,1024
stage1_dim1024,161,QIHVB,QIHVB,True,1.0000,S,False,1024
stage1_dim1024,162,XIQRA,XIQRA,True,1.0000,S,False,1024
stage1_dim1024,163,MD,MD,True,1.0000,S,False,1024
stage1_dim1024,164,ZXDAV,ZXDAV,True,1.0000,S,False,1024
stage1_dim1024,165,GW,GW,True,1.0000,S,False,1024
stage1_dim1024,166,HWJRU,HWJRU,True,1.0000,S,False,1024
stage1_dim1024,167,OF,OF,True,1.0000,S,False,1024
stage1_dim1024,168,YYRMG,YYRMG,True,1.0000,S,False,1024
stage1_dim1024,169,YAGZ,YAGZ,True,1.0000,S,False,1024
stage1_dim1024,170,LYSB,LYSB,True,1.0000,S,False,1024
stage1_dim1024,171,ACIGY,ACIGY,True,1.0000,S,False,1024
stage1_dim1024,172,XJTK,XJTK,True,1.0000,S,False,1024
stage1_dim1024,173,QRWJ,QRWJ,True,1.0000,S,False,1024
stage1_dim1024,174,OZ,OZ,True,1.0000,S,False,1024
stage1_dim1024,175,TFGIH,TFGIH,True,1.0000,S,False,1024
stage1_dim1024,176,WCRX,WCRX,True,1.0000,S,False,1024
stage1_dim1024,177,WFJET,WFJET,True,1.0000,S,False,1024
stage1_dim1024,178,OEQUN,OEQUN,True,1.0000,S,False,1024
stage1_dim1024,179,UC,UC,True,1.0000,S,False,1024
stage1_dim1024,180,DSA,DSA,True,1.0000,S,False,1024
stage1_dim1024,181,VJ,VJ,True,1.0000,S,False,1024
stage1_dim1024,182,FOGX,FOGX,True,1.0000,S,False,1024
stage1_dim1024,183,LQGW,LQGW,True,1.0000,S,False,1024
stage1_dim1024,184,QHFHS,QHFHS,True,1.0000,S,False,1024
stage1_dim1024,185,STMQX,STMQX,True,1.0000,S,False,1024
stage1_dim1024,186,KD,KD,True,1.0000,S,False,1024
stage1_dim1024,187,PYUTH,PYUTH,True,1.0000,S,False,1024
stage1_dim1024,188,UBFXK,UBFXK,True,1.0000,S,False,1024
stage1_dim1024,189,CN,CN,True,1.0000,S,False,1024
stage1_dim1024,190,FIN,FIN,True,1.0000,S,False,1024
stage1_dim1024,191,TEM,TEM,True,1.0000,S,False,1024
stage1_dim1024,192,SDQUV,SDQUV,True,1.0000,S,False,1024
stage1_dim1024,193,BJHKU,BJHKU,True,1.0000,S,False,1024
stage1_dim1024,194,CN,CN,True,1.0000,S,False,1024
stage1_dim1024,195,DTIK,DTIK,True,1.0000,S,False,1024
stage1_dim1024,196,PLY,PLY,True,1.0000,S,False,1024
stage1_dim1024,197,YG,YG,True,1.0000,S,False,1024
stage1_dim1024,198,CROS,CROS,True,1.0000,S,False,1024
stage1_dim1024,199,LBYGM,LBYGM,True,1.0000,S,False,1024
stage1_dim1024,200,RR,RR,True,1.0000,S,False,1024
stage1_dim1024,201,GKZCG,GKZCG,True,1.0000,S,False,1024
stage1_dim1024,202,UY,UY,True,1.0000,S,False,1024
stage1_dim1024,203,WVUR,WVUR,True,1.0000,S,False,1024
stage1_dim1024,204,OJD,OJD,True,1.0000,S,False,1024
stage1_dim1024,205,SCPMR,SCPMR,True,1.0000,S,False,1024
stage1_dim1024,206,TI,TI,True,1.0000,S,False,1024
stage1_dim1024,207,QW,QW,True,1.0000,S,False,1024
stage1_dim1024,208,TOIEL,TOIEL,True,1.0000,S,False,1024
stage1_dim1024,209,DRMV,DRMV,True,1.0000,S,False,1024
stage1_dim1024,210,ILPL,ILPL,True,1.0000,S,False,1024
stage1_dim1024,211,SCQ,SCQ,True,1.0000,S,False,1024
stage1_dim1024,212,SCG,SCG,True,1.0000,S,False,1024
stage1_dim1024,213,HV,HV,True,1.0000,S,False,1024
stage1_dim1024,214,CUP,CUP,True,1.0000,S,False,1024
stage1_dim1024,215,QHDU,QHDU,True,1.0000,S,False,1024
stage1_dim1024,216,VGCM,VGCM,True,1.0000,S,False,1024
stage1_dim1024,217,MZAW,MZAW,True,1.0000,S,False,1024
stage1_dim1024,218,KH,HK,False,1.0000,S,False,1024
stage1_dim1024,219,TPVJ,TPVJ,True,1.0000,S,False,1024
stage1_dim1024,220,RUZBN,RUZBN,True,1.0000,S,False,1024
stage1_dim1024,221,GFEH,GFEH,True,1.0000,S,False,1024
stage1_dim1024,222,FMR,FMR,True,1.0000,S,False,1024
stage1_dim1024,223,VMP,VMP,True,1.0000,S,False,1024
stage1_dim1024,224,VZ,VZ,True,1.0000,S,False,1024
stage1_dim1024,225,SUQK,SUQK,True,1.0000,S,False,1024
stage1_dim1024,226,XAFJ,XAFJ,True,1.0000,S,False,1024
stage1_dim1024,227,HOXUG,HOXUG,True,1.0000,S,False,1024
stage1_dim1024,228,NXVHM,NXVHM,True,1.0000,S,False,1024
stage1_dim1024,229,ITOPX,ITOPX,True,1.0000,S,False,1024
stage1_dim1024,230,PG,PG,True,1.0000,S,False,1024
stage1_dim1024,231,TGKU,TGKU,True,1.0000,S,False,1024
stage1_dim1024,232,GOY,GOY,True,1.0000,S,False,1024
stage1_dim1024,233,LSAH,LSAH,True,1.0000,S,False,1024
stage1_dim1024,234,XRF,XRF,True,1.0000,S,False,1024
stage1_dim1024,235,XNAQ,XNAQ,True,1.0000,S,False,1024
stage1_dim1024,236,XU,XU,True,1.0000,S,False,1024
stage1_dim1024,237,CL,CL,True,1.0000,S,False,1024
stage1_dim1024,238,LG,LG,True,1.0000,S,False,1024
stage1_dim1024,239,JGLW,JGLW,True,1.0000,S,False,1024
stage1_dim1024,240,BKJ,BKJ,True,1.0000,S,False,1024
stage1_dim1024,241,TJUET,TJUET,True,1.0000,S,False,1024
stage1_dim1024,242,XIIG,XIIG,True,1.0000,S,False,1024
stage1_dim1024,243,RNG,RNG,True,1.0000,S,False,1024
stage1_dim1024,244,BF,BF,True,1.0000,S,False,1024
stage1_dim1024,245,VX,VX,True,1.0000,S,False,1024
stage1_dim1024,246,CXL,CXL,True,1.0000,S,False,1024
stage1_dim1024,247,CK,CK,True,1.0000,S,False,1024
stage1_dim1024,248,WSL,WSL,True,1.0000,S,False,1024
stage1_dim1024,249,ZJVJI,ZJVJI,True,1.0000,S,False,1024
stage1_dim1024,250,KSNA,KSNA,True,1.0000,S,False,1024
stage1_dim1024,251,JSK,JSK,True,1.0000,S,False,1024
stage1_dim1024,252,NUX,NUX,True,1.0000,S,False,1024
stage1_dim1024,253,NFW,NFW,True,1.0000,S,False,1024
stage1_dim1024,254,DW,DW,True,1.0000,S,False,1024
stage1_dim1024,255,DU,DU,True,1.0000,S,False,1024
stage1_dim1024,256,MBXXJ,MBXXJ,True,1.0000,S,False,1024
stage1_dim1024,257,FHW,FHW,True,1.0000,S,False,1024
stage1_dim1024,258,ND,ND,True,1.0000,S,False,1024
stage1_dim1024,259,HRHZ,HRHZ,True,1.0000,S,False,1024
stage1_dim1024,260,BSKB,BSKB,True,1.0000,S,False,1024
stage1_dim1024,261,MGZO,MGZO,True,1.0000,S,False,1024
stage1_dim1024,262,WEX,WEX,True,1.0000,S,False,1024
stage1_dim1024,263,DLG,DLG,True,1.0000,S,False,1024
stage1_dim1024,264,VKNEK,VKNEK,True,1.0000,S,False,1024
stage1_dim1024,265,CC,CC,True,1.0000,S,False,1024
stage1_dim1024,266,WQ,QW,False,1.0000,S,False,1024
stage1_dim1024,267,ZG,ZG,True,1.0000,S,False,1024
stage1_dim1024,268,UD,DU,False,1.0000,S,False,1024
stage1_dim1024,269,PYBTD,PYBTD,True,1.0000,S,False,1024
stage1_dim1024,270,SPPA,SPPA,True,1.0000,S,False,1024
